,0
0,1000.0
1,875.6852431651921
2,852.1532557612403
3,860.7756506214139
4,843.6603005678904
5,871.04417950429
6,872.4343278874386
7,872.4343278874386
8,872.4343278874386
9,875.9326655282732
10,883.9793650676984
11,882.3870407799664
12,878.7643140013348
13,895.9038407546207
14,895.9038407546207
15,895.9038407546207
16,875.3222602727649
17,900.6360419432011
18,913.1122015934671
19,921.2864681154064
20,945.4064415177199
21,945.4064415177199
22,945.4064415177199
23,936.5609680552852
24,923.4470089414825
25,910.1154720695167
26,918.067370430525
27,909.4204251814607
28,909.4204251814607
29,909.4204251814607
30,909.4204251814607
31,910.3060209280529
32,915.7733745497208
33,937.1729486385995
34,940.7387907742183
35,940.7387907742183
36,940.7387907742183
37,970.2211607244053
38,970.4157752350793
39,967.815121383767
40,964.9134581092887
41,982.8981569693719
42,982.8981569693719
43,982.8981569693719
44,1006.5645885987803
45,993.5524866402486
46,999.7981041265904
47,987.32837236311
48,979.7690742428788
49,979.7690742428788
50,979.7690742428788
51,979.7690742428788
52,971.3369313951092
53,971.5144798635492
54,951.229066929332
55,947.2973941617556
56,947.2973941617556
57,947.2973941617556
58,965.1719055042835
59,985.2387709710421
60,996.6739535044262
61,1009.2900585282567
62,1020.0402307291081
63,1020.0402307291081
64,1020.0402307291081
65,1010.4583339754868
66,1010.4583339754868
67,992.0147863625288
68,1010.0801486889989
69,1039.1149602907683
70,1039.1149602907683
71,1039.1149602907683
72,1051.960012743548
73,1060.9299809883514
74,1061.6992064677522
75,1051.4779159734328
76,1072.078503955238
77,1072.078503955238
78,1072.078503955238
79,1087.4562256582858
80,1082.7555930306357
81,1063.8800362618506
82,1065.7083151288662
83,1066.5181803208854
84,1066.5181803208854
85,1066.5181803208854
86,1060.6388188108447
87,1068.5723114319858
88,1057.9008851424478
89,1089.6927852008148
90,1107.1738403192112
91,1107.1738403192112
92,1107.1738403192112
93,1122.0604944087986
94,1087.6015985972647
95,1096.4214827426079
96,1103.693237576259
97,1083.90954194539
98,1083.90954194539
99,1083.90954194539
100,1094.1127562886686
101,1114.6038244744282
102,1119.8283971148303
103,1123.083832051255
104,1121.6435148530327
105,1121.6435148530327
106,1121.6435148530327
107,1100.155719622436
108,1081.3104009075398
109,1069.1546419536228
110,1072.3400691154682
111,1076.8433533981408
112,1076.8433533981408
113,1076.8433533981408
114,1083.0207443443176
115,1094.5823223182465
116,1066.5516728175057
117,1072.3103290204824
118,1077.6728770699615
119,1077.6728770699615
120,1077.6728770699615
121,1103.3859818575065
