날짜,ACB,ACHC,ACMR,ACRS,ADEA,ADPT,ADSK,ADTN,AEP,ALEC,ALGN,ALTO,AMCX,AMRK,AMSC,AMTX,ANGI,ANIP,APEI,APP,APPN,ARCB,ARCT,ARHS,ARRY,ASLE,ASTE,ASTL,ATAI,AVTA,AVXL,AZPN,AZTA,BANR,BCML,BCPC,BELFB,BGC,BGNE,BLDE,BLDP,BMBL,BOOM,BPOP,BRKR,BRP,BSVN,BWEN,BZ,CABA,CAKE,CALM,CBAN,CCAP,CCCS,CCEP,CCOI,CDW,CENX,CGNX,CHCO,CHKP,CHX,CINF,CLDX,CLOV,CMCO,CMPO,CMPS,COHU,COKE,CORT,CRAI,CRDO,CRSR,CRUS,CVLT,CWST,DADA,DCGO,DCOMP,DGII,DH,DLO,DRS,DUOL,DVAX,EAST,EBC,ECPG,EEFT,EOLS,EOSE,ERII,ESQ,EVLV,EXC,EXEL,EXFY,EXLS,EXPD,EXTR,FANG,FBIZ,FCBC,FFIV,FGBI,FIVN,FLEX,FLNC,FSV,FTDR,FWRD,FWRG,GEHC,GEVO,GFS,GLAD,GLBE,GLPI,GNTX,GO,GOGL,GOOD,GPRE,HA,HAFC,HEES,HHS,HIMX,HLIT,HRMY,HSIC,HWKN,IAS,ICHR,IDXX,ILPT,IMCR,INSM,IONS,IOSP,IPAR,IPGP,IRTC,ITOS,JBHT,JJSF,JKHY,KALU,KLIC,KROS,KRT,LAMR,LAZR,LAZY,LFUS,LIFE,LIND,LKQ,LNW,LOCO,LPLA,LSEA,LSTR,LSXMA,LSXMK,ME,MEDP,METC,MGEE,MLCO,MPWR,MQ,MRSN,MSEX,MULN,MXL,MYGN,NARI,NBIX,NBTB,NFE,NNOX,NVCR,NVMI,NWSA,ODP,OLED,OLLI,OMAB,ONB,PACB,PAGP,PATK,PAX,PAYO,PCT,PDFS,PEGA,PFG,PGY,PLL,PLRX,PLTK,POWI,PPC,PRDO,PRTS,PRVA,PSEC,PTC,PTVE,PUBM,PZZA,QFIN,QRTEA,QRVO,QTRX,RCM,REAL,REFI,REG,RGTI,RILY,RMBL,RMR,ROAD,ROST,ROVR,RPD,RPRX,RYAAY,SABR,SANM,SBAC,SBRA,SCHL,SCPL,SGEN,SGML,SHBI,SIMO,SIRI,SKYW,SLDP,SLNA,SMBK,SNBR,SNCY,SNDL,SOUN,SPTN,SRCE,SRCL,SSB,SSNC,STAA,STGW,STX,SUPN,SWKS,SWTX,SYM,TECH,TENB,TER,TERN,TFFP,TFIN,TFSL,TH,TMCI,TOWN,TRIP,TRMB,TRMK,TTEK,TTMI,TVTX,TWNK,TWST,UMBF,URGN,VC,VERV,VOXR,VRA,VRRM,VTYX,WB,WEN,WERN,WSC,WTFC,WTW,XEL,XPEL,XRX,YORW,Z,ZBRA,ZI,ZTEK,ZYME
2023-04-21,0.6175,73.71,10.44,9.15,8.06,8.59,194.09,9.59,93.92,6.65,355.14,1.28,18.36,35.92,4.04,2.16,2.05,39.52,6.54,16.43,40.0,95.6,27.68,8.16,21.11,17.53,40.95,7.51,2.17,25.8,8.03,234.76,42.98,50.42,16.16,128.67,32.76,4.68,258.45,2.75,4.6,17.58,20.21,59.94,81.41,25.11,23.32,5.2,17.12,8.59,33.22,54.54,9.71,14.35,9.05,61.78,67.33,163.13,8.76,48.62,89.67,131.83,26.71,105.78,36.62,0.7816,34.57,7.75,8.96,35.45,551.3,22.46,105.57,8.58,17.61,88.0,58.14,88.99,6.37,8.54,16.95,32.47,11.86,14.11,15.03,140.82,11.02,4.098,11.69,51.75,111.09,9.15,2.34,22.59,37.55,3.15,43.22,19.01,8.45,33.796,111.24,15.71,141.09,29.05,23.81,134.02,14.25,66.87,20.63,20.13,146.09,27.19,110.28,15.14,86.48,1.16,61.88,9.46,29.68,51.85,26.76,28.47,9.17,12.11,32.94,8.44,18.12,41.55,8.54,7.0,14.16,32.4,84.65,42.67,15.19,28.63,495.65,1.92,61.59,18.22,36.93,104.27,157.31,115.54,139.7,13.76,176.42,149.66,157.18,63.45,47.5,45.26,13.506,103.62,5.7,12.55,245.7,1.875,11.79,56.6,60.72,9.21,203.88,6.41,182.22,20.982,22.0075,2.09,189.01,8.37,77.43,14.39,463.0,4.28,4.26,78.88,23.1525,31.34,22.47,68.67,104.17,33.16,29.92,6.15,62.78,93.37,17.28,44.37,141.74,64.09,78.56,13.54,11.01,13.77,69.49,15.08,5.66,5.3,40.09,47.43,75.15,0.891,54.19,30.35,11.32,75.93,22.31,13.42,4.98,26.23,6.87,126.59,8.09,14.08,75.19,17.47,0.7212,92.95,12.92,15.71,1.23,14.03,60.72,0.4949,32.77,6.85,24.2,25.67,106.32,4.38,51.63,36.1,94.76,3.75,53.96,256.88,11.18,36.32,17.09,203.8,35.31,13.69,63.41,3.84,24.21,2.31,1.53,21.9,24.88,19.21,1.44,2.43,24.73,43.61,42.07,68.83,57.01,70.25,6.45,56.42,38.73,106.72,23.95,30.56,83.47,46.5,97.99,13.25,0.653,52.75,12.47,12.875,26.51,24.55,18.01,47.46,23.57,142.39,12.28,21.23,24.7,13.75,58.27,10.04,147.01,16.89,2.88,5.71,16.37,37.29,16.74,22.66,46.51,42.35,70.37,241.26,70.44,73.78,13.76,44.33,45.0,287.9,21.99,1.55,9.83
2023-04-22,0.5972,73.87,10.26,9.08,8.06,8.25,195.84,9.45,94.24,6.45,363.06,1.31,18.52,35.7,4.07,2.15,2.14,38.71,6.59,15.86,38.28,95.79,28.5,7.98,21.9,17.6,41.32,7.69,1.97,25.91,7.85,232.83,42.92,49.55,16.59,128.95,33.0,4.62,257.39,2.72,4.6,17.6,20.63,59.05,81.19,24.91,23.45,4.84,16.65,8.59,32.61,54.34,9.52,14.27,8.88,62.2,68.16,165.94,8.84,48.72,89.95,130.96,27.56,105.56,34.73,0.7701,34.33,7.62,8.34,35.04,558.39,22.5,104.96,8.42,17.69,86.71,58.35,88.27,6.13,8.24,17.0018,32.09,11.48,14.18,15.05,141.04,10.94,4.046,11.57,52.15,110.47,8.71,2.11,22.41,37.05,3.18,43.45,18.8,8.04,33.352,112.59,16.27,143.49,28.31,23.7,133.63,14.21,65.66,20.65,20.25,145.45,27.22,110.35,15.04,87.79,1.21,60.98,9.49,29.11,51.57,26.94,29.39,9.36,12.0,33.75,8.36,17.89,42.38,8.47,6.75,14.31,32.41,85.07,43.16,15.2,28.44,503.61,2.0,58.87,18.91,35.72,104.95,156.55,114.86,139.28,13.42,176.42,151.0,158.51,60.98,47.82,44.18,13.5445,104.64,5.61,12.56,247.69,2.15,10.95,57.19,59.97,9.15,205.39,6.21,182.27,20.5412,21.5661,2.0,187.26,8.49,77.66,13.86,472.93,4.15,4.15,78.37,21.6,30.78,21.87,69.77,103.56,33.24,30.55,6.33,63.15,93.93,17.25,45.1,138.05,65.45,81.51,13.5,10.83,13.86,69.31,14.91,5.62,5.19,39.38,45.96,75.74,0.8352,57.78,30.56,11.25,75.9,22.29,13.2,4.93,26.38,6.88,126.09,8.2,13.7,74.4,16.97,0.7477,92.01,12.58,15.45,1.14,14.01,60.0,0.4772,32.09,7.45,24.22,26.55,106.41,4.36,50.3,35.83,94.67,3.67,53.55,255.62,11.0,36.62,16.67,203.27,35.97,13.29,63.43,3.78,24.07,2.32,1.52,21.69,24.54,19.09,1.42,2.45,24.88,43.99,42.26,68.26,56.66,70.94,6.48,57.01,37.71,106.16,23.84,30.13,84.1,45.4,97.6,13.23,0.603,52.43,12.48,13.0,26.13,24.44,18.04,47.51,23.76,139.9,12.25,21.1,24.74,13.63,57.93,11.55,151.2,16.02,3.0966,5.71,16.59,39.15,16.33,22.56,46.55,43.63,69.54,240.26,71.03,74.89,13.59,43.8,44.46,288.19,21.5,1.54,9.77
2023-04-23,0.5972,73.87,10.26,9.08,8.06,8.25,195.84,9.45,94.24,6.45,363.06,1.31,18.52,35.7,4.07,2.15,2.14,38.71,6.59,15.86,38.28,95.79,28.5,7.98,21.9,17.6,41.32,7.69,1.97,25.91,7.85,232.83,42.92,49.55,16.59,128.95,33.0,4.62,257.39,2.72,4.6,17.6,20.63,59.05,81.19,24.91,23.45,4.84,16.65,8.59,32.61,54.34,9.52,14.27,8.88,62.2,68.16,165.94,8.84,48.72,89.95,130.96,27.56,105.56,34.73,0.7701,34.33,7.62,8.34,35.04,558.39,22.5,104.96,8.42,17.69,86.71,58.35,88.27,6.13,8.24,17.0018,32.09,11.48,14.18,15.05,141.04,10.94,4.046,11.57,52.15,110.47,8.71,2.11,22.41,37.05,3.18,43.45,18.8,8.04,33.352,112.59,16.27,143.49,28.31,23.7,133.63,14.21,65.66,20.65,20.25,145.45,27.22,110.35,15.04,87.79,1.21,60.98,9.49,29.11,51.57,26.94,29.39,9.36,12.0,33.75,8.36,17.89,42.38,8.47,6.75,14.31,32.41,85.07,43.16,15.2,28.44,503.61,2.0,58.87,18.91,35.72,104.95,156.55,114.86,139.28,13.42,176.42,151.0,158.51,60.98,47.82,44.18,13.5445,104.64,5.61,12.56,247.69,2.15,10.95,57.19,59.97,9.15,205.39,6.21,182.27,20.5412,21.5661,2.0,187.26,8.49,77.66,13.86,472.93,4.15,4.15,78.37,21.6,30.78,21.87,69.77,103.56,33.24,30.55,6.33,63.15,93.93,17.25,45.1,138.05,65.45,81.51,13.5,10.83,13.86,69.31,14.91,5.62,5.19,39.38,45.96,75.74,0.8352,57.78,30.56,11.25,75.9,22.29,13.2,4.93,26.38,6.88,126.09,8.2,13.7,74.4,16.97,0.7477,92.01,12.58,15.45,1.14,14.01,60.0,0.4772,32.09,7.45,24.22,26.55,106.41,4.36,50.3,35.83,94.67,3.67,53.55,255.62,11.0,36.62,16.67,203.27,35.97,13.29,63.43,3.78,24.07,2.32,1.52,21.69,24.54,19.09,1.42,2.45,24.88,43.99,42.26,68.26,56.66,70.94,6.48,57.01,37.71,106.16,23.84,30.13,84.1,45.4,97.6,13.23,0.603,52.43,12.48,13.0,26.13,24.44,18.04,47.51,23.76,139.9,12.25,21.1,24.74,13.63,57.93,11.55,151.2,16.02,3.0966,5.71,16.59,39.15,16.33,22.56,46.55,43.63,69.54,240.26,71.03,74.89,13.59,43.8,44.46,288.19,21.5,1.54,9.77
2023-04-24,0.5972,73.87,10.26,9.08,8.06,8.25,195.84,9.45,94.24,6.45,363.06,1.31,18.52,35.7,4.07,2.15,2.14,38.71,6.59,15.86,38.28,95.79,28.5,7.98,21.9,17.6,41.32,7.69,1.97,25.91,7.85,232.83,42.92,49.55,16.59,128.95,33.0,4.62,257.39,2.72,4.6,17.6,20.63,59.05,81.19,24.91,23.45,4.84,16.65,8.59,32.61,54.34,9.52,14.27,8.88,62.2,68.16,165.94,8.84,48.72,89.95,130.96,27.56,105.56,34.73,0.7701,34.33,7.62,8.34,35.04,558.39,22.5,104.96,8.42,17.69,86.71,58.35,88.27,6.13,8.24,17.0018,32.09,11.48,14.18,15.05,141.04,10.94,4.046,11.57,52.15,110.47,8.71,2.11,22.41,37.05,3.18,43.45,18.8,8.04,33.352,112.59,16.27,143.49,28.31,23.7,133.63,14.21,65.66,20.65,20.25,145.45,27.22,110.35,15.04,87.79,1.21,60.98,9.49,29.11,51.57,26.94,29.39,9.36,12.0,33.75,8.36,17.89,42.38,8.47,6.75,14.31,32.41,85.07,43.16,15.2,28.44,503.61,2.0,58.87,18.91,35.72,104.95,156.55,114.86,139.28,13.42,176.42,151.0,158.51,60.98,47.82,44.18,13.5445,104.64,5.61,12.56,247.69,2.15,10.95,57.19,59.97,9.15,205.39,6.21,182.27,20.5412,21.5661,2.0,187.26,8.49,77.66,13.86,472.93,4.15,4.15,78.37,21.6,30.78,21.87,69.77,103.56,33.24,30.55,6.33,63.15,93.93,17.25,45.1,138.05,65.45,81.51,13.5,10.83,13.86,69.31,14.91,5.62,5.19,39.38,45.96,75.74,0.8352,57.78,30.56,11.25,75.9,22.29,13.2,4.93,26.38,6.88,126.09,8.2,13.7,74.4,16.97,0.7477,92.01,12.58,15.45,1.14,14.01,60.0,0.4772,32.09,7.45,24.22,26.55,106.41,4.36,50.3,35.83,94.67,3.67,53.55,255.62,11.0,36.62,16.67,203.27,35.97,13.29,63.43,3.78,24.07,2.32,1.52,21.69,24.54,19.09,1.42,2.45,24.88,43.99,42.26,68.26,56.66,70.94,6.48,57.01,37.71,106.16,23.84,30.13,84.1,45.4,97.6,13.23,0.603,52.43,12.48,13.0,26.13,24.44,18.04,47.51,23.76,139.9,12.25,21.1,24.74,13.63,57.93,11.55,151.2,16.02,3.0966,5.71,16.59,39.15,16.33,22.56,46.55,43.63,69.54,240.26,71.03,74.89,13.59,43.8,44.46,288.19,21.5,1.54,9.77
2023-04-25,0.564,73.78,9.61,8.95,7.9,7.44,190.21,9.1,94.38,6.47,351.52,1.27,17.4,35.67,3.96,2.11,2.16,37.58,6.48,15.44,35.89,94.38,28.08,7.68,21.03,16.74,40.49,7.23,1.86,25.24,7.77,232.33,40.44,48.27,15.96,125.49,31.3,4.39,246.78,2.61,4.38,16.86,19.39,57.17,76.94,24.94,22.83,4.97,16.56,8.08,32.04,49.75,9.43,13.9,8.7,63.28,68.51,165.11,8.14,47.31,88.99,126.07,26.75,103.55,33.98,0.7318,33.22,7.27,8.24,33.43,560.45,22.25,102.88,7.72,17.12,84.07,58.08,89.5,5.71,8.02,16.6094,31.48,10.49,13.51,14.95,140.0,10.73,3.944,11.15,51.27,107.49,8.4,1.9,22.81,37.79,3.03,43.61,18.85,7.51,32.584,109.67,15.74,139.33,27.95,23.33,130.29,13.85,62.28,19.68,19.09,142.79,26.55,106.61,14.88,80.39,1.12,58.47,9.41,28.41,51.18,26.47,29.09,8.95,11.78,32.65,8.15,17.23,41.55,8.36,6.46,13.91,31.76,83.63,42.14,15.09,27.08,483.23,1.96,60.72,18.84,35.88,101.66,153.94,110.77,134.85,13.45,172.55,151.15,155.93,57.36,46.45,43.86,13.6696,103.74,5.53,12.3,245.2,2.05,10.96,56.55,58.48,8.99,200.51,6.31,177.13,20.1004,21.1248,1.97,208.27,8.13,77.86,13.23,450.82,4.06,4.08,77.39,19.35,29.24,21.37,67.41,102.37,32.52,29.36,5.82,60.96,90.25,16.9,43.18,134.5,64.01,82.04,13.19,10.21,13.58,67.79,14.49,5.21,5.56,37.57,43.6,73.16,0.83,55.07,30.3,11.1,73.92,21.82,13.2,4.81,26.1,6.7,124.21,7.76,13.53,72.91,16.24,0.6985,89.69,11.67,15.17,1.07,13.99,60.21,0.4687,30.23,7.58,23.54,26.04,104.04,4.35,47.56,35.6,92.92,3.69,51.64,251.62,10.89,36.69,17.21,203.2,34.26,12.98,62.57,3.69,23.56,2.27,1.42,21.75,25.11,18.62,1.39,2.26,24.24,42.67,42.74,65.59,55.53,68.3,6.15,56.09,37.4,101.69,24.04,29.24,78.73,36.71,94.35,12.53,0.55,51.54,12.29,12.58,26.01,23.63,17.48,45.82,23.08,135.02,11.59,20.99,24.91,12.78,55.8,11.61,147.0,15.72,3.0,5.33,16.57,37.66,15.97,22.2,45.12,43.33,66.67,239.59,71.18,73.36,15.45,43.38,43.52,284.1,21.23,1.48,9.07
2023-04-26,0.5701,74.11,9.56,8.89,7.94,7.325,189.9,9.05,92.25,6.5,354.55,1.22,16.96,35.63,3.99,2.02,2.31,37.61,6.2,15.94,35.78,88.0,26.65,7.48,20.3,16.42,40.11,7.21,1.87,25.27,8.24,231.79,40.75,48.82,16.1,124.09,30.63,4.39,246.04,2.56,4.27,16.8,18.67,58.99,77.49,24.07,22.62,4.85,17.35,8.28,32.16,49.61,9.4,13.78,8.59,64.01,66.47,165.12,8.18,47.02,88.06,125.98,27.19,101.8,32.33,0.7276,33.4,7.37,8.17,33.13,570.66,22.23,102.93,8.28,16.9,83.98,57.435,86.57,5.65,8.065,16.62,29.71,10.63,13.51,14.77,136.6,10.55,3.962,11.03,50.3,106.88,8.41,1.78,22.74,38.08,3.1,42.79,18.45,7.6,32.428,106.73,16.32,136.93,28.21,23.36,130.67,13.91,62.26,19.84,17.69,145.13,26.29,102.82,15.1,80.12,1.12,58.25,9.51,27.93,50.82,26.27,29.21,8.93,11.63,32.95,7.91,16.09,41.36,8.0,6.55,13.81,31.68,81.21,41.0,15.39,27.18,481.44,2.1,59.58,19.36,35.75,100.14,152.67,110.76,135.4,13.6,165.62,149.75,154.77,58.14,47.09,43.49,13.179,102.79,5.55,12.45,238.88,2.02,10.67,56.22,57.5,9.03,199.47,6.38,168.44,19.6376,20.6137,1.87,203.93,8.13,76.3,12.92,454.04,4.05,3.89,75.08,17.55,29.36,20.98,68.63,102.72,32.21,28.82,5.97,64.06,91.03,16.65,42.76,133.09,64.38,82.41,13.62,9.97,13.48,64.56,14.55,5.4,6.0,37.85,43.68,72.98,0.9,55.36,28.66,10.85,73.87,21.51,13.23,4.74,26.24,6.68,125.2,7.36,13.35,72.62,16.59,0.6965,89.79,11.83,15.21,1.135,14.0,59.47,0.4517,29.39,7.065,23.26,25.41,104.7,4.37,49.62,35.09,90.47,3.67,51.73,250.2,10.93,36.57,17.27,201.39,33.77,12.99,62.67,3.65,23.66,2.245,1.41,21.65,25.63,18.25,1.37,2.35,24.23,41.84,42.23,65.73,54.96,67.6,6.06,56.34,36.75,102.8,23.25,29.41,78.41,37.01,93.33,12.69,0.575,50.76,12.1,12.35,25.49,23.37,17.29,46.15,23.88,135.35,11.62,20.63,25.08,12.56,61.55,12.25,145.46,15.81,2.985,5.09,16.41,36.65,16.62,21.87,43.51,42.82,67.32,237.77,69.68,73.41,15.38,42.88,41.74,280.42,21.28,1.48,8.74
2023-04-27,0.595,72.82,9.34,8.63,7.79,7.08,190.11,8.93,92.81,6.45,317.73,1.26,17.37,35.485,4.07,2.16,2.35,37.29,6.06,17.03,36.83,89.9,25.93,7.83,20.49,16.38,40.62,7.26,1.87,25.05,8.19,174.9,41.6,50.06,16.31,126.29,37.11,4.42,255.49,2.62,4.35,17.6,18.61,59.02,78.27,25.07,23.35,4.72,17.9,8.87,33.02,48.12,9.5,14.07,8.74,64.48,68.59,168.03,8.4,47.87,90.14,128.07,26.94,103.61,31.73,0.7352,34.28,7.38,8.08,32.8,573.62,22.31,104.09,8.36,17.36,84.77,58.2,87.4,5.78,8.25,16.73,29.99,10.73,13.74,14.99,134.7,10.42,3.938,11.3,50.6,108.9,8.27,1.75,22.93,38.55,3.37,42.78,18.17,7.81,34.008,111.6,17.07,138.06,28.78,23.54,132.06,13.68,61.96,20.18,18.1,147.1,26.84,104.4,15.53,81.52,1.13,58.01,9.6,27.68,51.46,26.34,29.67,9.23,11.86,33.64,7.84,16.29,36.16,8.14,6.57,13.79,31.3,81.19,41.11,16.0,27.59,484.62,2.0,58.79,19.25,35.25,100.84,154.27,110.8,134.9,13.48,170.07,153.04,159.67,64.29,47.29,43.82,13.5926,105.04,5.87,12.33,240.76,1.99,10.9,57.26,59.55,9.14,203.01,6.42,174.73,20.1078,21.0783,1.88,197.54,8.23,76.77,12.78,448.61,4.06,3.72,74.07,15.2775,24.2,21.19,67.41,101.9,32.06,29.77,6.13,65.59,91.37,17.15,43.4,132.99,65.45,85.16,13.43,9.98,13.58,68.51,14.76,5.49,6.08,36.45,45.23,74.66,0.86,56.39,28.0,10.96,73.18,22.07,13.17,4.71,27.09,6.77,123.34,7.62,13.91,73.87,17.5,0.7535,90.33,11.84,15.41,1.09,13.99,60.41,0.4481,31.11,6.91,23.52,25.72,105.55,4.44,49.24,35.34,93.28,3.9,51.67,256.85,11.3,37.39,17.03,200.76,33.47,13.15,61.91,3.7,24.07,2.29,1.43,21.62,22.58,18.6,1.47,2.54,24.29,41.8,46.08,67.5,55.89,68.52,6.06,56.8,36.94,103.91,23.15,27.99,77.7,36.52,90.37,12.84,0.5601,50.78,12.23,12.55,25.08,23.96,17.44,46.66,23.95,137.89,11.6,20.34,25.48,12.38,63.18,12.46,141.57,15.74,2.93,5.2,16.86,36.55,17.18,22.04,44.55,45.35,68.05,225.81,70.26,73.01,15.68,42.59,42.56,284.12,21.45,1.4993,8.48
2023-04-28,0.6,72.29,9.35,8.89,7.64,7.14,194.79,9.12,92.42,6.6,325.3,1.31,17.69,35.8,4.05,2.22,2.3,37.72,5.7,17.0,37.55,94.4,26.62,8.02,20.45,16.18,41.28,7.39,1.91,25.37,8.14,177.0,43.49,49.92,16.68,131.4,40.63,4.53,254.96,2.62,4.42,18.21,18.94,60.01,79.13,25.19,23.98,4.96,18.49,10.38,33.69,47.5,9.88,14.1,8.68,64.47,69.04,169.59,8.59,47.69,91.19,127.36,27.08,106.44,31.44,0.7386,34.71,7.5,8.02,33.84,589.46,22.53,105.14,8.11,17.42,85.79,58.27,89.0,6.06,8.5,16.85,30.16,10.7,14.0,15.05,136.16,10.41,3.888,11.65,51.38,110.74,8.74,1.69,22.53,38.66,3.6,42.44,18.3,7.59,35.676,113.84,17.78,142.2,28.69,23.41,134.36,13.59,64.84,20.57,18.06,150.74,27.36,105.51,16.08,81.34,1.16,58.8,9.65,27.88,52.0,27.59,29.78,9.15,11.94,34.17,8.33,16.16,36.5,8.44,6.64,14.09,32.24,80.81,40.34,15.73,27.85,492.16,2.06,58.05,19.5,35.37,101.63,151.79,114.98,131.4,13.74,175.29,153.2,163.34,65.72,47.66,44.355,13.0443,105.68,6.02,11.85,242.24,1.95,11.31,57.73,60.29,9.32,208.84,6.6,176.03,20.6441,21.6358,1.97,200.14,8.13,76.61,13.64,461.97,4.05,4.38,72.98,17.3025,24.13,21.29,66.42,101.04,32.24,30.29,6.11,65.9,91.45,17.61,43.21,133.46,65.25,87.48,13.41,10.6,13.4,68.63,14.83,5.46,6.57,36.05,45.62,74.69,0.8666,57.5,28.25,10.0,72.78,22.81,12.98,4.74,27.63,6.81,125.79,7.9,13.66,74.79,17.64,0.7966,92.08,12.64,15.59,1.12,14.16,61.43,0.47,31.5,6.8,23.75,25.94,106.73,4.53,48.61,35.15,95.59,4.0,52.26,260.89,11.4,38.47,17.08,200.0,34.81,13.28,63.64,3.8,28.3,2.27,1.5,21.54,22.55,19.73,1.49,2.66,24.52,41.68,45.65,68.98,58.54,70.47,6.22,58.77,36.86,105.9,23.38,26.56,79.88,36.99,91.38,13.05,0.57,51.96,12.04,12.61,24.49,23.69,17.73,47.1,23.89,138.37,11.81,21.57,25.76,12.48,63.61,11.59,140.39,15.93,2.97,5.24,16.95,37.6,17.51,22.1,45.17,45.4,68.37,231.6,69.91,73.06,15.67,42.04,43.54,288.03,21.91,1.49,8.4
2023-04-29,0.6041,70.51,9.34,9.25,7.64,7.35,196.47,9.12,92.65,6.68,317.33,1.28,17.97,35.74,4.02,2.07,2.36,38.12,5.61,16.87,38.12,91.62,26.12,7.98,19.77,16.82,41.52,7.17,1.98,25.51,8.22,176.48,43.63,48.49,16.4,131.01,42.55,4.39,259.98,2.67,4.26,17.76,18.98,58.69,78.55,25.2,24.45,4.96,18.72,11.4,33.38,46.78,9.61,14.01,8.7,64.76,69.17,170.32,8.57,48.28,91.68,118.52,27.13,105.33,31.35,0.7798,35.08,7.37,8.08,33.93,594.55,22.77,104.97,8.14,17.47,85.05,58.35,89.6,5.9,8.22,16.05,29.13,10.69,13.79,15.3,139.39,10.52,3.502,11.39,51.05,110.21,8.7,1.71,22.1,38.43,3.55,43.18,18.83,7.76,35.096,116.47,17.44,141.93,27.5,23.7,134.26,13.04,66.07,20.7,17.4,148.4,27.24,106.7,16.69,80.78,1.07,59.18,9.51,27.25,52.03,27.87,29.66,8.88,11.75,34.01,8.22,15.66,36.98,8.41,6.59,14.18,32.76,82.4,40.61,15.95,28.02,489.6,2.08,58.34,20.17,35.68,100.92,151.56,117.93,133.05,14.07,176.47,154.78,163.13,63.6,48.02,46.07,13.4868,105.39,5.86,11.46,243.76,2.1,11.29,58.11,61.37,10.02,211.43,6.68,178.51,21.0628,22.0772,2.02,206.49,7.86,77.14,13.75,471.74,4.01,4.71,72.59,16.8075,24.53,21.7,63.82,104.02,31.88,30.01,10.29,66.92,90.74,17.37,43.67,133.65,65.43,85.99,13.17,11.31,13.41,69.26,15.01,5.37,6.19,36.28,46.31,73.98,0.834,53.99,22.31,10.35,74.96,22.29,13.2,4.65,27.98,6.59,125.62,7.98,13.62,74.81,17.99,0.7695,92.84,12.62,15.54,1.09,14.04,60.64,0.42,30.76,6.96,23.8,25.71,105.75,4.52,48.73,35.33,97.05,3.95,52.16,261.04,11.36,38.54,17.19,199.16,34.32,12.91,61.64,3.78,27.62,2.17,1.51,20.94,22.38,18.37,1.54,2.57,24.56,41.2,45.55,67.12,57.36,72.82,6.3,58.56,36.95,105.57,24.01,26.77,79.23,36.34,92.3,12.93,0.5974,51.25,12.0,12.46,26.03,23.32,18.21,46.91,23.67,138.15,11.84,22.61,26.24,12.37,60.27,14.29,135.5,16.04,2.94,5.28,16.98,39.15,17.11,22.18,46.21,45.43,67.33,233.24,70.17,72.37,15.39,42.22,43.92,287.45,21.7,1.49,8.43
2023-04-30,0.6041,70.51,9.34,9.25,7.64,7.35,196.47,9.12,92.65,6.68,317.33,1.28,17.97,35.74,4.02,2.07,2.36,38.12,5.61,16.87,38.12,91.62,26.12,7.98,19.77,16.82,41.52,7.17,1.98,25.51,8.22,176.48,43.63,48.49,16.4,131.01,42.55,4.39,259.98,2.67,4.26,17.76,18.98,58.69,78.55,25.2,24.45,4.96,18.72,11.4,33.38,46.78,9.61,14.01,8.7,64.76,69.17,170.32,8.57,48.28,91.68,118.52,27.13,105.33,31.35,0.7798,35.08,7.37,8.08,33.93,594.55,22.77,104.97,8.14,17.47,85.05,58.35,89.6,5.9,8.22,16.05,29.13,10.69,13.79,15.3,139.39,10.52,3.502,11.39,51.05,110.21,8.7,1.71,22.1,38.43,3.55,43.18,18.83,7.76,35.096,116.47,17.44,141.93,27.5,23.7,134.26,13.04,66.07,20.7,17.4,148.4,27.24,106.7,16.69,80.78,1.07,59.18,9.51,27.25,52.03,27.87,29.66,8.88,11.75,34.01,8.22,15.66,36.98,8.41,6.59,14.18,32.76,82.4,40.61,15.95,28.02,489.6,2.08,58.34,20.17,35.68,100.92,151.56,117.93,133.05,14.07,176.47,154.78,163.13,63.6,48.02,46.07,13.4868,105.39,5.86,11.46,243.76,2.1,11.29,58.11,61.37,10.02,211.43,6.68,178.51,21.0628,22.0772,2.02,206.49,7.86,77.14,13.75,471.74,4.01,4.71,72.59,16.8075,24.53,21.7,63.82,104.02,31.88,30.01,10.29,66.92,90.74,17.37,43.67,133.65,65.43,85.99,13.17,11.31,13.41,69.26,15.01,5.37,6.19,36.28,46.31,73.98,0.834,53.99,22.31,10.35,74.96,22.29,13.2,4.65,27.98,6.59,125.62,7.98,13.62,74.81,17.99,0.7695,92.84,12.62,15.54,1.09,14.04,60.64,0.42,30.76,6.96,23.8,25.71,105.75,4.52,48.73,35.33,97.05,3.95,52.16,261.04,11.36,38.54,17.19,199.16,34.32,12.91,61.64,3.78,27.62,2.17,1.51,20.94,22.38,18.37,1.54,2.57,24.56,41.2,45.55,67.12,57.36,72.82,6.3,58.56,36.95,105.57,24.01,26.77,79.23,36.34,92.3,12.93,0.5974,51.25,12.0,12.46,26.03,23.32,18.21,46.91,23.67,138.15,11.84,22.61,26.24,12.37,60.27,14.29,135.5,16.04,2.94,5.28,16.98,39.15,17.11,22.18,46.21,45.43,67.33,233.24,70.17,72.37,15.39,42.22,43.92,287.45,21.7,1.49,8.43
